Timestamp,DateTime,Latitude,Longitude,Altitude,Cadence,Distance,Speed,Breathing rate (rpm),Minute ventilation (mL/min),Heart rate (bpm)
1647969627,2022-03-22T18:20:27,49.24756589345634,3.897277107462287,130.8000030517578,65,378.0299987792969,10.281999588012695,17.0,26682.0,83.0
1647969630,2022-03-22T18:20:30,49.247731771320105,3.8976041693240404,130.0,26,408.1600036621094,10.253999710083008,17.0,26682.0,80.0
1647969634,2022-03-22T18:20:34,49.24793184734881,3.8980208337306976,129.39999389648438,0,445.7799987792969,9.946999549865723,17.0,24460.0,76.0
1647969638,2022-03-22T18:20:38,49.248112980276346,3.8984228298068047,129.0,0,481.30999755859375,8.807999610900879,17.0,24251.0,76.0
1647969640,2022-03-22T18:20:40,49.248186154291034,3.8985883723944426,128.60000610351562,0,495.8500061035156,7.184999942779541,17.0,25847.0,73.0
1647969642,2022-03-22T18:20:42,49.248226806521416,3.898671017959714,128.1999969482422,0,503.3299865722656,3.490000009536743,19.0,25847.0,73.0
1647969643,2022-03-22T18:20:43,49.24824072048068,3.8986711017787457,127.80000305175781,0,504.3900146484375,2.052999973297119,19.0,27219.0,75.0
1647969644,2022-03-22T18:20:44,49.24824063666165,3.8986487220972776,127.5999984741211,0,505.94000244140625,2.052999973297119,19.0,27219.0,75.0
1647969648,2022-03-22T18:20:48,49.248171988874674,3.898504888638854,127.0,29,518.8499755859375,3.555000066757202,18.0,23774.0,87.0
1647969651,2022-03-22T18:20:51,49.24808875657618,3.89832048676908,126.80000305175781,51,535.1099853515625,5.300000190734863,18.0,24519.0,108.0
1647969652,2022-03-22T18:20:52,49.24805346876383,3.898250414058566,126.80000305175781,54,541.5499877929688,6.01800012588501,18.0,24519.0,113.0
1647969655,2022-03-22T18:20:55,49.24794944934547,3.8980284612625837,126.80000305175781,60,561.4199829101562,6.409999847412109,18.0,33036.0,118.0
1647969660,2022-03-22T18:21:00,49.2477476131171,3.8976356852799654,127.19999694824219,73,597.780029296875,6.438000202178955,18.0,31992.0,119.0
1647969664,2022-03-22T18:21:04,49.24758793786168,3.897288255393505,128.0,75,628.7000122070312,7.081999778747559,17.0,32767.0,122.0
1647969666,2022-03-22T18:21:06,49.2475057952106,3.897105110809207,128.39999389648438,76,644.8699951171875,7.146999835968018,17.0,36570.0,123.0
1647969667,2022-03-22T18:21:07,49.24746313132346,3.897013245150447,128.60000610351562,74,653.0599975585938,7.241000175476074,17.0,38077.0,124.0
1647969671,2022-03-22T18:21:11,49.24728350713849,3.8966425973922014,129.0,76,686.6199951171875,7.427000045776367,20.0,47413.0,126.0
